UniqueMeasurementID,SampleUniqueID,Date,"DataCollectorName
",Country,StudySiteName,MeanAmbientTemperatureDuringIncubation (°C),MeanAmbientHumidityDuringIncubation (%),ZiplocBagSize,ScaleModel,SampleType,FruitSpeciesName,CommonName,RipenessStage,FruitExteriorCondition,LocationDescription,Handling Classification,NumberFruitsinBag,MeasuredFruitWeight (g for fruit; mL for standards),TotalFruitWeight (g for fruit; mL for standards),HeadspaceInjected (mL),WaterDilutionAmount (mL),IncubationStart,IncubationEnd,IncubationTime (h),BreathalyzerMeasurement,MeasurementRepetition,AmountWholeFruitsFallenOnGround,Comments,PercentEtOHCalculatedfromBreathalyzer
1141,599,November 11 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 26.6,26.6,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",0.5,standard,,,,,,,5,5,60,,2020-11-11 11:30,2020-11-11 12:32,1:02,0.089,First,,,0.4757%
1142,600,November 11 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 26.6,26.6,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",1,standard,,,,,,,5,5,60,,2020-11-11 11:30,2020-11-11 12:34,1:04,0.179,First,,,1.0991%
1143,601,November 11 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 26.6,26.6,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",2,standard,,,,,,,5,5,60,,2020-11-11 11:30,2020-11-11 12:36,1:06,0.302,First,,,1.9510%
1145,603,November 11 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 26.6,26.6,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Byrsonima crassifolia,Nance,ripe,partially eaten,ground,eaten,4,9.35,9.35,60,,2020-11-11 11:30,2020-11-11 12:40,1:10,0.025,First,Many,,0.0325%
1148,606,November 11 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 26.6,26.6,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Psidium guajava,Guayabo,ripe,several small punctures,plant,rejected,1,49.51,49.51,60,,2020-11-11 11:30,2020-11-11 12:46,1:16,0,First,Few,,0.0000%
1149,607,November 11 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 26.6,26.6,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Spondias mombin,Jocote jobo,unripe,intact,ground,other,1,8.82,8.82,60,,2020-11-11 11:30,2020-11-11 12:48,1:18,0,First,Few,,0.0000%
1150,608,November 11 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 26.6,26.6,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Spondias mombin,Jocote jobo,ripe,intact,ground,other,1,19.25,19.25,60,,2020-11-11 11:30,2020-11-11 12:50,1:20,0,First,Few,,0.0000%
1180,610,November 24 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 27.5,27.5,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",0.1,standard,,,,,,,5,5,60,,2020-11-24 12:00,2020-11-24 13:00,1:00,0.022,First,,,0.0641%
1181,611,November 24 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 27.5,27.5,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",0.5,standard,,,,,,,5,5,60,,2020-11-24 12:00,2020-11-24 13:02,1:02,0.088,First,,,0.5055%
1182,612,November 24 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 27.5,27.5,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",1,standard,,,,,,,5,5,60,,2020-11-24 12:00,2020-11-24 13:04,1:04,0.172,First,,,1.0672%
1183,613,November 24 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 27.5,27.5,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",2,standard,,,,,,,5,5,60,,2020-11-24 12:00,2020-11-24 13:06,1:06,0.306,First,,,1.9633%
1185,615,November 24 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 27.5,27.5,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Spondias mombin,Jocote jobo,ripe,several small punctures,ground,rejected,1,12.91,12.91,60,,2020-11-24 12:00,2020-11-24 13:10,1:10,0.035,First,Few,,0.1510%
1186,616,November 24 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 27.5,27.5,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Spondias mombin,Jocote jobo,ripe,several small punctures,ground,rejected,1,13.9,13.9,60,,2020-11-24 12:00,2020-11-24 13:12,1:12,0.179,First,Few,,1.1140%
1187,617,November 24 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 27.5,27.5,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Ficus morazaniana,"Higuerón, fig",midripe,intact,ground,eaten,3,5.9,5.9,60,,2020-11-24 12:00,2020-11-24 13:14,1:14,0,First,Many,,0.0000%
1189,619,November 24 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 27.5,27.5,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Ficus ovalis,"Higuerón, fig",ripe,several small punctures,dropped by monkey (capuchin),eaten,5,4.49,4.49,60,,2020-11-24 12:00,2020-11-24 13:18,1:18,0,First,Many,,0.0000%
1212,620,December 10 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,,,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",0.1,standard,,,,,,,5,5,60,,2020-12-10 10:00,2020-12-10 11:00,1:00,0.026,First,,,-0.0201%
1213,621,December 10 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,,,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",0.5,standard,,,,,,,5,5,60,,2020-12-10 10:00,2020-12-10 11:02,1:02,0.092,First,,,0.5695%
1214,622,December 10 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,,,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",1,standard,,,,,,,5,5,60,,2020-12-10 10:00,2020-12-10 11:04,1:04,0.165,First,,,1.2216%
1215,623,December 10 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,,,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",2,standard,,,,,,,5,5,60,,2020-12-10 10:00,2020-12-10 11:06,1:06,0.233,First,,,1.8290%
1220,628,December 10 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,,,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Spondias mombin,Jocote jobo,ripe,several small punctures,ground,rejected,1,10.73,10.73,60,,2020-12-10 10:00,2020-12-10 11:16,1:16,0.012,First,Few,,0.0001%
1225,633,December 10 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,,,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Carica papaya,Papaya silvestre,unripe,intact,plant,other,1,48.86,48.86,60,,2020-12-10 10:00,2020-12-10 11:26,1:26,0,First,Few,,0.0000%
1260,634,December 21 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,,,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",0.1,standard,,,,,,,5,5,60,,2020-12-21 12:30,2020-12-21 13:30,1:00,0.029,First,,,0.0695%
1261,635,December 21 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,,,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",0.5,standard,,,,,,,5,5,60,,2020-12-21 12:30,2020-12-21 13:32,1:02,0.105,First,,,0.4446%
1262,636,December 21 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,,,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",1,standard,,,,,,,5,5,60,,2020-12-21 12:30,2020-12-21 13:34,1:04,0.257,First,,,1.1949%
1263,637,December 21 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,,,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",2,standard,,,,,,,5,5,60,,2020-12-21 12:30,2020-12-21 13:36,1:06,0.398,First,,,1.8909%
1266,640,December 21 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,,,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Alibertia edulis,Trompillo,unripe,intact,plant,other,1,23.5,23.5,60,,2020-12-21 12:30,2020-12-21 13:42,1:12,0,First,Few,,0.0000%
1267,641,December 21 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,,,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Carica papaya,Papaya silvestre,unripe,intact,plant,other,1,65.28,65.28,60,,2020-12-21 12:30,2020-12-21 13:44,1:14,0,First,Few,,0.0000%
1274,634,December 22 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,,,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",0.1,standard,,,,,,,5,5,60,,2020-12-22 12:00,2020-12-22 13:00,1:00,0.023,Second,,,0.0062%
1275,635,December 22 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,,,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",0.5,standard,,,,,,,5,5,60,,2020-12-22 12:00,2020-12-22 13:02,1:02,0.083,Second,,,0.5194%
1276,636,December 22 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,,,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",1,standard,,,,,,,5,5,60,,2020-12-22 12:00,2020-12-22 13:04,1:04,0.17,Second,,,1.2635%
1277,637,December 22 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,,,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",2,standard,,,,,,,5,5,60,,2020-12-22 12:00,2020-12-22 13:06,1:06,0.234,Second,,,1.8109%
1280,640,December 22 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,,,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Alibertia edulis,Trompillo,unripe,intact,plant,other,1,23.54,23.54,60,,2020-12-22 12:00,2020-12-22 13:12,1:12,0,Second,Few,,0.0000%
1281,641,December 22 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,,,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Carica papaya,Papaya silvestre,unripe,intact,plant,other,1,65.38,65.38,60,,2020-12-22 12:00,2020-12-22 13:14,1:14,0,Second,Few,,0.0000%
1328,701,January 10 2022,Julia Casorso,Costa Rica,Santa Rosa,27.6,70.4,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",0.1,standard,,,,,,,5,5,60,,10:58,16:09,5:11,0.038,first,,,0.0986%
1329,702,January 10 2022,Julia Casorso,Costa Rica,Santa Rosa,27.6,70.4,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",0.5,standard,,,,,,,5,5,60,,10:59,16:10,5:11,0.176,first,,,0.5030%
1330,703,January 10 2022,Julia Casorso,Costa Rica,Santa Rosa,27.6,70.4,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",1,standard,,,,,,,5,5,60,,11:01,16:13,5:12,0.345,first,,,0.9982%
1331,704,January 10 2022,Julia Casorso,Costa Rica,Santa Rosa,27.6,70.4,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",2,standard,,,,,,,5,5,60,,11:03,16:14,5:11,0.687,first,,,2.0003%
1332,705,January 10 2022,Julia Casorso,Costa Rica,Santa Rosa,27.6,70.4,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Guazuma ulmifolia,Guácimo,unripe,intact,ground,other,4,12.68,12.68,60,na,11:04,16:19,5:15,0,first,few,,0.0000%
1333,706,January 10 2022,Julia Casorso,Costa Rica,Santa Rosa,27.6,70.4,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Guazuma ulmifolia,Guácimo,unripe,intact,ground,other,4,17.5,17.5,60,na,11:04,16:21,5:17,0,first,few,,0.0000%
1334,707,January 10 2022,Julia Casorso,Costa Rica,Santa Rosa,27.6,70.4,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Simarouba glauca,Aceituno,unripe,cracked,ground,other,2,1.14,1.14,60,na,11:04,16:22,5:18,0,first,few,,0.0000%
1335,708,January 10 2022,Julia Casorso,Costa Rica,Santa Rosa,27.6,70.4,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Trichilia americana,Manteco,unripe,intact,ground,other,5,4.68,4.68,60,na,11:05,16:23,5:18,0,first,many,,0.0000%
1336,708,January 10 2022,Julia Casorso,Costa Rica,Santa Rosa,27.6,70.4,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Trichilia americana,Manteco,unripe,intact,ground,other,5,4.68,4.68,60,na,11:05,16:25,5:20,0,second,many,,0.0000%
1337,709,January 10 2022,Julia Casorso,Costa Rica,Santa Rosa,27.6,70.4,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Trichilia americana,Manteco,ripe,intact,ground,other,11,18.26,18.26,60,na,11:05,16:27,5:22,0.012,first,many,,0.0225%
1338,709,January 10 2022,Julia Casorso,Costa Rica,Santa Rosa,27.6,70.4,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Trichilia americana,Manteco,ripe,intact,ground,other,11,18.26,18.26,60,na,11:05,16:27,5:22,0.01,repeat1,many,,0.0166%
1339,710,January 11 2022,Julia Casorso,Costa Rica,Santa Rosa,26.3,75,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",0.1,standard,,,,,,,5,5,60,,15:06,17:47,2:41,0.031,first,,,0.0903%
1340,711,January 11 2022,Julia Casorso,Costa Rica,Santa Rosa,26.3,75,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",0.5,standard,,,,,,,5,5,60,,15:07,17:49,2:42,0.145,first,,,0.5052%
1341,712,January 11 2022,Julia Casorso,Costa Rica,Santa Rosa,26.3,75,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",1,standard,,,,,,,5,5,60,,15:08,17:51,2:43,0.284,first,,,1.0110%
1342,713,January 11 2022,Julia Casorso,Costa Rica,Santa Rosa,26.3,75,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",2,standard,,,,,,,5,5,60,,15:10,17:52,2:42,0.554,first,,,1.9936%
1343,714,January 11 2022,Julia Casorso,Costa Rica,Santa Rosa,26.3,75,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Tabernaemontana odontadeniiflora,Huevos de burro,unripe,crack,ground,other,2,24.47,24.47,60,na,15:14,17:54,2:40,0,first,few,,0.0000%
1344,715,January 11 2022,Julia Casorso,Costa Rica,Santa Rosa,26.3,75,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Tabernaemontana odontadeniiflora,Huevos de burro,ripe,several small punctures,ground,eaten,1,38.13,38.13,60,na,15:18,17:56,2:38,0,first,few,,0.0000%
1345,716,January 11 2022,Julia Casorso,Costa Rica,Santa Rosa,26.3,75,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Diospyros salicifolia,Lorito,unripe,intact,ground,other,3,13.97,13.97,60,na,15:20,17:57,2:37,0,first,many,,0.0000%
1346,717,January 11 2022,Julia Casorso,Costa Rica,Santa Rosa,26.3,75,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Diospyros salicifolia,Lorito,unripe,intact,ground,other,3,12,12,60,na,15:22,17:58,2:36,0,first,many,,0.0000%
1347,718,January 11 2022,Julia Casorso,Costa Rica,Santa Rosa,26.3,75,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Diospyros salicifolia,Lorito,midripe,intact,ground,other,4,18.39,18.39,60,na,15:23,17:59,2:36,0.02,first,many,,0.0503%
1348,718,January 11 2022,Julia Casorso,Costa Rica,Santa Rosa,26.3,75,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Diospyros salicifolia,Lorito,midripe,intact,ground,other,4,18.39,18.39,60,na,15:23,17:59,2:36,0.02,repeat1,many,,0.0503%
1349,719,January 11 2022,Julia Casorso,Costa Rica,Santa Rosa,26.3,75,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Diospyros salicifolia,Lorito,ripe,one large puncture in each,ground,rejected,4,11.98,11.98,60,na,15:29,18:01,2:32,0.019,first,many,,0.0466%
1350,719,January 11 2022,Julia Casorso,Costa Rica,Santa Rosa,26.3,75,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Diospyros salicifolia,Lorito,ripe,one large puncture in each,ground,rejected,4,11.98,11.98,60,na,15:29,18:02,2:33,0.017,repeat1,many,,0.0394%
1351,720,January 11 2022,Julia Casorso,Costa Rica,Santa Rosa,26.3,75,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Diospyros salicifolia,Lorito,midripe,intact,ground,rejected,2,12.81,12.81,60,na,15:31,18:03,2:32,0,first,many,,0.0000%
1352,721,January 11 2022,Julia Casorso,Costa Rica,Santa Rosa,26.3,75,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Randia monantha,Crucillo,unripe,intact,plant,other,1,50.64,50.64,60,na,15:33,18:04,2:31,0,first,few,,0.0000%
1353,722,January 11 2022,Julia Casorso,Costa Rica,Santa Rosa,26.3,75,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Randia monantha,Crucillo,unripe,intact,plant,other,1,31.89,31.89,60,na,15:34,18:05,2:31,0,first,few,,0.0000%
1356,724,January 17 2022,Julia Casorso,Costa Rica,Santa Rosa,29.5,63.5,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",0.1,standard,,,,,,,5,5,60,,13:40,15:58,2:18,0.041,first,,,0.0933%
1357,725,January 17 2022,Julia Casorso,Costa Rica,Santa Rosa,29.5,63.5,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",0.5,standard,,,,,,,5,5,60,,13:41,15:59,2:18,0.193,first,,,0.5087%
1360,727,January 17 2022,Julia Casorso,Costa Rica,Santa Rosa,29.5,63.5,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",2,standard,,,,,,,5,5,60,,13:44,16:06,2:22,0.738,first,,,1.9982%
1361,727,January 17 2022,Julia Casorso,Costa Rica,Santa Rosa,29.5,63.5,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",2,standard,,,,,,,5,5,60,,13:44,16:09,2:25,0.753,repeat1,,,2.0391%
1362,728,January 17 2022,Julia Casorso,Costa Rica,Santa Rosa,29.5,63.5,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Malvaviscus arboreus,Amapola,unripe,"intact, one with small puncture",plant,other,5,2.69,2.69,60,na,13:47,16:53,3:06,0,first,none,,0.0000%
1363,729,January 17 2022,Julia Casorso,Costa Rica,Santa Rosa,29.5,63.5,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Malvaviscus arboreus,Amapola,ripe,intact,plant,other,1,1.37,1.37,60,na,13:47,16:55,3:08,0,first,none,,0.0000%
1364,730,January 17 2022,Julia Casorso,Costa Rica,Santa Rosa,29.5,63.5,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Malvaviscus arboreus,Amapola,ripe,intact,plant,other,2,1.59,1.59,60,na,13:48,16:56,3:08,0,first,none,,0.0000%
1365,731,January 18 2022,Julia Casorso,Costa Rica,Santa Rosa,27.8,57.7,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",0.1,standard,,,,,,,5,5,60,,15:07,17:38,2:31,0.036,first,,,0.0803%
1366,732,January 18 2022,Julia Casorso,Costa Rica,Santa Rosa,27.8,57.7,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",0.5,standard,,,,,,,5,5,60,,15:08,17:39,2:31,0.174,first,,,0.5117%
1367,733,January 18 2022,Julia Casorso,Costa Rica,Santa Rosa,27.8,57.7,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",1,standard,,,,,,,5,5,60,,15:10,17:41,2:31,0.337,first,,,1.0212%
1368,734,January 18 2022,Julia Casorso,Costa Rica,Santa Rosa,27.8,57.7,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",2,standard,,,,,,,5,5,60,,15:11,17:43,2:32,0.646,first,,,1.9870%
1369,735,January 18 2022,Julia Casorso,Costa Rica,Santa Rosa,27.8,57.7,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Guazuma ulmifolia,Guácimo,unripe,intact,plant,other,1,4,4,60,na,15:16,17:46,2:30,0,first,few,,0.0000%
1370,736,January 18 2022,Julia Casorso,Costa Rica,Santa Rosa,27.8,57.7,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Guazuma ulmifolia,Guácimo,unripe,small crack,plant,other,1,1.95,1.95,60,na,15:18,17:47,2:29,0,first,few,,0.0000%
1371,737,January 18 2022,Julia Casorso,Costa Rica,Santa Rosa,27.8,57.7,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Malvaviscus arboreus,Amapola,unripe,intact,plant,other,4,3.04,3.04,60,na,15:21,17:49,2:28,0,first,none,,0.0000%
1372,738,January 18 2022,Julia Casorso,Costa Rica,Santa Rosa,27.8,57.7,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Malvaviscus arboreus,Amapola,midripe,intact,plant,other,2,1.55,1.55,60,na,15:23,17:50,2:27,0,first,none,,0.0000%
1373,739,January 18 2022,Julia Casorso,Costa Rica,Santa Rosa,27.8,57.7,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Diospyros salicifolia,Lorito,unripe,intact,ground,other,3,5.24,5.24,60,na,15:25,17:51,2:26,0,first,many,,0.0000%
1374,740,January 18 2022,Julia Casorso,Costa Rica,Santa Rosa,27.8,57.7,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Bromelia pinguin,Piñuela,unripe,intact,plant,other,2,11.69,11.69,60,na,15:27,17:53,2:26,0,first,none,,0.0000%
1375,741,January 18 2022,Julia Casorso,Costa Rica,Santa Rosa,27.8,57.7,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Bromelia pinguin,Piñuela,unripe,intact,plant,other,2,10.11,10.11,60,na,15:28,17:54,2:26,0,first,none,,0.0000%
1376,742,January 18 2022,Julia Casorso,Costa Rica,Santa Rosa,27.8,57.7,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Ficus obtusifolia,"Higuerón, fig",unripe,intact,ground,other,5,9.93,9.93,60,na,15:30,17:55,2:25,0,first,many,,0.0000%
1377,743,January 18 2022,Julia Casorso,Costa Rica,Santa Rosa,27.8,57.7,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Ficus ovalis,"Higuerón, fig",unripe,intact,plant,other,6,2.22,2.22,60,na,15:33,17:56,2:23,0,first,many,many tiny bugs in the bag from these fruits; capuchins and howlers were foraging at this tree,0.0000%
1378,744,January 18 2022,Julia Casorso,Costa Rica,Santa Rosa,27.8,57.7,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Ficus ovalis,"Higuerón, fig",unripe,intact,ground,other,8,2.8,2.8,60,na,15:34,17:57,2:23,0,first,many,many tiny bugs in the bag from these fruits; capuchins and howlers were foraging at this tree,0.0000%
1381,745,January 19 2022,Julia Casorso,Costa Rica,Santa Rosa,28.8,70.3,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",0.1,standard,,,,,,,5,5,60,,14:45,17:05,2:20,0.041,repeat2,,,0.0905%
1384,746,January 19 2022,Julia Casorso,Costa Rica,Santa Rosa,28.8,70.3,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",0.5,standard,,,,,,,5,5,60,,14:47,17:03,2:16,0.19,repeat2,,,0.5263%
1385,747,January 19 2022,Julia Casorso,Costa Rica,Santa Rosa,28.8,70.3,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",1,standard,,,,,,,5,5,60,,14:49,17:06,2:17,0.345,first,,,0.9797%
1386,748,January 19 2022,Julia Casorso,Costa Rica,Santa Rosa,28.8,70.3,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",2,standard,,,,,,,5,5,60,,14:51,17:09,2:18,0.695,first,,,2.0034%
